question,variables,target,dataset,formatter,subset,split
"A tree had 1000 leaves before the onset of the dry season, when it sheds all its leaves. In the first week of the dry season, the tree shed 2/5 of the leaves. In the second week, it shed 40% of the remaining leaves.  In the third week, the tree shed 3/4 times as many leaves as it shed on the second week. Calculate the number of leaves the tree hadn't shed by the third week.","{""chain_of_thoughts"": ""In the first week, the tree shed 2/5*1000 = <<2/5*1000=400>>400 leaves.\nThe number of leaves remaining on the tree at the end of the first week is 1000-400 = <<1000-400=600>>600\nIn the second week, the tree shed 40/100*600 = <<40/100*600=240>>240 leaves.\nThe number of leaves remaining on the tree is 600-240 = <<600-240=360>>360\nThe third week the tree shed 3/4 of its leaves, a total of 3/4*360 = <<3/4*360=270>>270 leaves.\nThe number of leaves remaining on the tree is 360-270 = <<360-270=90>>90 leaves.""}",90,gsm8k,gsm8k,gsm8k,train
There are 2000 pinecones on the ground. 20% are eaten by reindeer. Twice as many are eaten by squirrels as reindeer. 25% of the remainder are collected to make fires. How many pinecones are left?,"{""chain_of_thoughts"": ""First find the number of pinecones eaten by reindeer: 20% * 2000 pinecones = <<20*.01*2000=400>>400 pine cones\nThen find the total number of pinecones eaten by squirrels: 400 pine cones * 2 = <<400*2=800>>800 pine cones\nThen subtract those two amounts to find the number of pinecones left: 2000 pinecones - 400 pine cones - 800 pine cones = <<2000-400-800=800>>800 pinecones\nDivide that number by 4 to find the number that are collected for fires: 800 pinecones / 4 = <<800/4=200>>200 pine cones\nThen subtract that number from the 800 pinecones to find the total left on the ground: 800 pine cones - 200 pinecones = <<800-200=600>>600 pine cones""}",600,gsm8k,gsm8k,gsm8k,validation
"Ed booked a hotel while he was on vacation. Staying at the hotel cost was $1.50 per hour every night and $2 per hour every morning. If Ed had $80 and he stayed in the hotel for 6 hours last night and 4 hours this morning, how much money was he left with after paying for his stay at the hotel?","{""chain_of_thoughts"": ""Ed spent $1.50 x 6 = $<<1.5*6=9>>9 for staying in the hotel last night.\nHe spent $2 x 4 = $<<2*4=8>>8 for staying in the hotel this morning\nSo, the total money he spent in the hotel is $9 + $8 = $<<9+8=17>>17.\nTherefore, he still has $80 - $17 = $<<80-17=63>>63 left after staying in the hotel.""}",63,gsm8k,gsm8k,gsm8k,train
"Zayne sells bracelets for $5 each and two for $8. If he started with 30 bracelets and made $60 from selling bracelets for $5 each, how much in total did he make from selling his bracelets?","{""chain_of_thoughts"": ""If the bracelets he sold at $5 made $60, he sold $60/$5 = <<60/5=12>>12 bracelets.\nIf the total number of $5 bracelets was 12, then the total number of bracelets he sold was 30-12 =18\nIf he was selling a pair of bracelets at $8, he sold 18/2 = 9 pairs.\nThe total amount of money he made from selling the nine pairs is $8 * 9 = $<<8*9=72>>72\nHis total earnings from selling all of his bracelets are $72 + $60 = $<<72+60=132>>132""}",132,gsm8k,gsm8k,gsm8k,validation
"Nick is asking all his co-workers to chip in for a birthday gift for Sandra that costs $100. The boss agrees to contribute $15, and Todd volunteers to contribute twice as much since he always has to one-up everyone. If the remaining 5 employees (counting Nick) each pay an equal amount, how much do they each pay?","{""chain_of_thoughts"": ""First find Todd's contribution by doubling the boss's contribution: $15 * 2 = $<<15*2=30>>30\nNow subtract Todd and the boss's contributions to find out how much still needs to be paid: $100 - $30 - $15 = $<<100-30-15=55>>55\nNow divide the remaining cost by the number of employees to find the cost per employee: $55 / 5 employees = $<<55/5=11>>11/employee""}",11,gsm8k,gsm8k,gsm8k,validation
James wants to build a ladder to climb a very tall tree.  Each rung of the ladder is 18 inches long and they are 6 inches apart.  If he needs to climb 50 feet how many feet of wood will he need for the rungs?,"{""chain_of_thoughts"": ""He needs 12/6=<<12/6=2>>2 rungs per foot\nSo he needs 50*2=<<50*2=100>>100 rungs\nEach rung is 18/12=<<18/12=1.5>>1.5 feet\nSo he needs 1.5*100=<<1.5*100=150>>150 feet""}",150,gsm8k,gsm8k,gsm8k,train
"Lucy plans to purchase potato chips for a party. Ten people will be at the party, including Lucy. The potato chips cost 25 cents per pound. How much will Lucy pay (in dollars) for the potato chips if she wants each person to get 1.2 pounds?","{""chain_of_thoughts"": ""Lucy needs to purchase 10 x 1.2 = <<10*1.2=12>>12 pounds of potato chips.\nSo, Lucy will pay 12 x 25 = <<12*25=300>>300 cents for it.\nSince there are 100 cents in $1, thus, Lucy will pay 300/100 = <<300/100=3>>3 dollars.""}",3,gsm8k,gsm8k,gsm8k,validation
"Erin is sorting through the library books to decide which ones to replace. She finds 8 less than 6 times as many obsolete books as damaged books. If she removes 69 books total, how many books were damaged?","{""chain_of_thoughts"": ""Let o be the number of obsolete books and d be the number of damaged books. We know that o + d = 69 and o = 6d - 8.\nSubstituting the first equation into the second equation, we get 6d - 8 + d = 69\nCombining like terms, we get 7d - 8 = 69\nAdding 8 to both sides, we get 7d = 77\nDividing both sides by 7, we get d = 11""}",11,gsm8k,gsm8k,gsm8k,train
"Diane is playing poker with her friends and is not having very good luck. She starts with $100 and wins 5 hands for a total of $65 dollars to add to her $100. Emboldened, she begins betting bigger and riskier and ends up losing all her money and owing her friends $50. How much money did Diane lose in all?","{""chain_of_thoughts"": ""Diane started with $100 and won $65, for a total mid-game of $<<100+65=165>>165.\nHowever, she ended up owing her friends $50, so she lost $165 + $50 = $<<165+50=215>>215 she lost in all.""}",215,gsm8k,gsm8k,gsm8k,train
"It takes Jerome 6 hours to run the trail around the park and it takes Nero 3 hours. If Jerome runs at 4 MPH, what speed (in MPH) does Nero run in the park?","{""chain_of_thoughts"": ""You can find the distance of Jerome's run by multiplying the time he spends running by his speed: 4 miles/hour * 6 hours = <<4*6=24>>24 miles.\nThen find Nero's speed by dividing the distance he runs by the time he spends running: 24 miles / 3 hours = <<24/3=8>>8 miles/hour.""}",8,gsm8k,gsm8k,gsm8k,train
After evaluating his students on the final exams. Professor Oscar reviews all 10 questions on each exam. How many questions must he review if he has 5 classes with 35 students each?,"{""chain_of_thoughts"": ""For each class, he has to review the questions of 35 students, in total, he will review 10 * 35 = <<10*35=350>>350 questions.\nFor the 5 classes, he will review a total of 350 * 5 = <<350*5=1750>>1750 questions.""}",1750,gsm8k,gsm8k,gsm8k,validation
"Blinky wants to make a three-layer birthday cake for her mom. The recipe for the smallest layer of the cake requires 2 cups of sugar. If the second layer is twice as big as the first and the third layer is three times larger than the second, how many total cups of sugar will she need for the third layer?","{""chain_of_thoughts"": ""Since the second layer is twice as big as the first, then it requires 2* 2 = <<2*2=4>>4 cups of sugar.\nSince the third layer is three times bigger than the second, then it requires 4 * 3 = <<3*4=12>>12 cups of sugar.""}",12,gsm8k,gsm8k,gsm8k,validation
"Malcolm works in a company where they normally pack 40 apples in a box, producing 50 full boxes per day. Operations went as normal in one week. But in the next week, they packed 500 fewer apples per day. What's the total number of apples packed in the two weeks?","{""chain_of_thoughts"": ""In the first week, each day they pack 40*50 = <<40*50=2000>>2000 apples\nThe total number of apples packed in the boxes is 2000*7 = <<2000*7=14000>>14000 apples in the first week.\nWhen 500 fewer apples were packed each day in the next week, the total became 2000-500 = <<2000-500=1500>>1500 apples per day.\nThe total number of apples packed in the boxes that week is 1500*7 = <<1500*7=10500>>10500 apples.\nThe total is 14000+10500 = <<14000+10500=24500>>24500 apples for the two weeks""}",24500,gsm8k,gsm8k,gsm8k,validation
"Isabel has $204 in her piggy bank. She spent half the amount and bought a toy. She then spent half of the remaining money and bought her brother a book. How much money, in dollars, was left over?","{""chain_of_thoughts"": ""After buying the toy, Isabel has 204/2=<<204/2=102>>102 dollars left.\nIsabel has 102/2=<<102/2=51>>51 dollars left.""}",51,gsm8k,gsm8k,gsm8k,validation
"The total age of the people in Kaydence's family is 200. If Kaydence's father is 60 years old, Kaydence's mother 2 years younger than Kaydence's father, Kaydence's brother 1/2 the age of Kaydence's father, and Kaydence's sister 40 years old, how old is Kaydence?","{""chain_of_thoughts"": ""If Kaydence's father is 60 years old, her mother is 60-2 = <<60-2=58>>58 years old.\nThe total age of the mother and father is 60+58 = <<60+58=118>>118 years\nKaydence's brother is half the father's age, which is 1/2*60 =<<1/2*60=30>>30 years.\nThe total age of Kaydence's father, mother, and brother is 30+118= <<30+118=148>>148 years.\nIf you add Kaydence's sister's age to the total age of the father, mother, and brother, you get 148+40 = <<148+40=188>>188 years.\nIf everyone's age in the family is 200, then Kaydence's age is 200-188 = <<200-188=12>>12 years old.""}",12,gsm8k,gsm8k,gsm8k,train
"Sylvia had one-fifth of incorrect answers in the exam, while Sergio got 4 mistakes. If there were 50 questions, how many more correct answers does Sergio have than Sylvia?","{""chain_of_thoughts"": ""Sylvia got 50/5 = <<50/5=10>>10 incorrect answers.\nThis means she got 50 - 10 = <<50-10=40>>40 correct answers.\nSergio got 50 - 4 = <<50-4=46>>46 correct answers.\nSo, Sergio got 46 - 40 = <<46-40=6>>6 more correct answers than Sylvia.""}",6,gsm8k,gsm8k,gsm8k,train
"Cody goes to the store and buys $40 worth of stuff.  The taxes were 5%.  After taxes, he got an $8 discount.  Cody and his friend split the final price equally. How much did Cody pay?","{""chain_of_thoughts"": ""The taxes were 40*.05=$<<40*.05=2>>2.\nSo the price was 40+2=$<<40+2=42>>42.\nHe got a discount so the price he paid was 42-8=$<<42-8=34>>34.\nSince he paid half his price was 34/2=$<<34/2=17>>17.""}",17,gsm8k,gsm8k,gsm8k,train
Kelly has 8 chickens that lay 3 eggs each per day. If Kelly sells these eggs for $5 a dozen. How much money will she make in 4 weeks if she sells all her eggs?,"{""chain_of_thoughts"": ""Each chicken lays 7 * 3 = <<7*3=21>>21 eggs a week\nEach week all the chickens lay 21 * 8 = <<21*8=168>>168 eggs\nIn 4 weeks all the chickens lay 168 * 4 = <<168*4=672>>672 eggs\n672 eggs equal 672 / 12 = <<672/12=56>>56 dozens.\nKelly would make 56 * 5 = <<56*5=280>>280 dollars""}",280,gsm8k,gsm8k,gsm8k,train
"A train takes 2 hours longer to go an equal distance of a car. If the car and the train leave station A at the same time, and the car reaches station B 4.5 hours later, calculate the combined time the car and the train take to reach station B.","{""chain_of_thoughts"": ""Since the train takes 2 hours longer to go an equal distance as the car, to reach station B, the train took 4.5+2 = 6.5 hours.\nTogether, the train and the car take a total of 6.5+4.5 = <<6.5+4.5=11>>11 hours to travel from station A to station B.""}",11,gsm8k,gsm8k,gsm8k,validation
"Fred wants to order a variety pack of sliced meats for the upcoming game.  He can order a 4 pack of fancy, sliced meat for $40.00 and add rush delivery for an additional 30%.  With rush shipping added, how much will each type of sliced meat cost?","{""chain_of_thoughts"": ""The variety pack costs $40.00 and rush shipping is an additional 30% so that\u2019s 40*.30 = $12.00\nThe variety pack costs $40.00 and rush shipping is $12.00 so they will cost 40+12 = $<<40+12=52.00>>52.00\nThe order will cost $52.00 and he will get 4 types of fancy, sliced meats so each type costs 52/4 = $<<52/4=13.00>>13.00""}",13,gsm8k,gsm8k,gsm8k,validation
John buys 2 dozen cookies.  He eats 3.  How many cookies does he have left?,"{""chain_of_thoughts"": ""He got 2*12=<<2*12=24>>24 cookies\nSo he has 24-3=<<24-3=21>>21 cookies left""}",21,gsm8k,gsm8k,gsm8k,validation
"Maya's organization hosted a weekly farmers' market to raise money for the church choir. They sold broccolis, carrots, spinach, and cauliflowers. After adding together all of their earnings, Maya found out that they had made $380. The organization made $57 from broccoli and the sales of the carrots are twice as much as the sales of broccoli. Then, their sales for the spinach is $16 more than half of the sales of carrots. How much did they make from cauliflower sales?","{""chain_of_thoughts"": ""The sales of the carrot is 57 x 2 = $<<57*2=114>>114\nHalf the sales of carrot is $114 / 2 = $<<114/2=57>>57.\nSo, the sales of the spinach is $57 + $16 = <<57+16=73>>73\nThe total sales of the broccolis, carrots, spinach is $57 + $114 + $73 =$<<57+114+73=244>>244.\nThey made $380 - $244 = $<<380-244=136>>136 from cauliflower sales.""}",136,gsm8k,gsm8k,gsm8k,train
"Marcel goes to the store with Dale to buy groceries for cooking dinner. Marcel buys 10 ears of corn, and Dale buys half that amount. Dale buys 8 potatoes and Marcel buys some, too. If they check out together and end up buying 27 vegetables, how many potatoes did Marcel buy?","{""chain_of_thoughts"": ""Marcel bought 10 ears of corn and Dale bought 1/2 what Marcel did, 10 x 1/2 = 10/2 = <<10*1/2=5>>5 ears of corn that Dale bought.\nTogether, Marcel and Dale bought 10 + 5 = <<10+5=15>>15 ears of corn, or 15 vegetables.\nThey end up buying 27 vegetables total, and from those 27, 15 of them were corn.\nThe rest of the vegetables are potatoes, 27 vegetables - 15 ears of corn = <<27-15=12>>12 potatoes.\nDale bought 8 potatoes, so Marcel bought 12 - 8 = <<12-8=4>>4 potatoes.""}",4,gsm8k,gsm8k,gsm8k,train
There are 40 students in the 6th  grade.  25% of them wear glasses and 40% of them wear contact lenses.  How many students do not wear any vision assistance wear?,"{""chain_of_thoughts"": ""There are 40 x 25% = <<40*25*.01=10>>10 students who wear glasses.\nThere are 40 x 40% = <<40*40*.01=16>>16 students who wear contact lenses.\nThere are 10 + 16 = <<10+16=26>>26 students who wear vision assistance.\nThere are 40 - 26 = <<40-26=14>>14 students who do not wear any vision assistance wear.""}",14,gsm8k,gsm8k,gsm8k,validation
"Jerry paid off some of his debts. Two months ago, he paid $12 while last month, he paid $3 more. If his debt was $50 in all, how much does he still have to pay?","{""chain_of_thoughts"": ""Jerry paid $12 + $3 = $<<12+3=15>>15 last month.\nHe paid a total of $12 + $15 = $<<12+15=27>>27 for two months.\nTherefore, Jerry still has to pay $50 - $27 = $<<50-27=23>>23.""}",23,gsm8k,gsm8k,gsm8k,train
Janna sleeps 7 hours each day during weekdays and 8 hours each day during weekends. How many hours does she sleep in a week?,"{""chain_of_thoughts"": ""She sleeps 7*5=<<7*5=35>>35 hours on weekdays.\nShe sleeps 8*2=<<8*2=16>>16 hours on weekends.\n35 + 16 = <<35+16=51>>51 hours is the amount of time she sleeps in a week.""}",51,gsm8k,gsm8k,gsm8k,validation
